symbol,signal,trend,btc_state,volatility,regime,confidence,entry,sl,tp,rr,result,rr_result,rsi,macd,macd_signal,atr,ema_distance,volume_spike,orderflow_bias,orderflow_strength,liquidity_signal,liquidity_strength
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80840.73,81375.16,79237.44,3.0,OPEN,0.0,40.58,-194.7033,-159.6625,220.3644,-0.2518,0.33,-1,70.47,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80963.61,81487.31,79392.51,3.0,OPEN,0.0,45.22,-176.1203,-162.954,213.5077,-0.0901,0.3,-1,64.51,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80794.09,81234.675,79472.335,3.0,OPEN,0.0,40.52,-173.0769,-164.9786,211.6657,-0.2716,0.59,-1,62.13,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80832.33,81208.375,79704.195,3.0,OPEN,0.0,41.99,-165.6695,-165.1168,203.6103,-0.2028,1.92,0,50.0,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80913.46,81282.76,79805.56,3.0,OPEN,0.0,45.08,-151.5062,-162.3947,202.5374,-0.0926,0.48,0,50.0,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80988.0,81319.985,79992.045,3.0,OPEN,0.0,47.83,-132.7367,-156.4631,203.6898,-0.0004,0.48,0,50.0,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80820.37,81082.625,80033.605,3.0,LOSS,-1.0,42.66,-129.8909,-151.1486,204.4019,-0.188,0.58,0,50.0,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80822.86,81085.115,80036.095,3.0,LOSS,-1.0,42.75,-125.9823,-146.1154,197.7789,-0.1673,0.87,0,50.0,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,80759.99,80964.75,80145.71,3.0,LOSS,-1.0,40.84,-126.4997,-142.1922,192.4376,-0.2219,1.13,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81786.73,81124.85,83772.37,3.0,OPEN,0.0,67.17,104.4535,43.5009,260.2771,0.7567,2.11,1,60.81,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81779.55,81076.26,83889.42,3.0,OPEN,0.0,66.91,139.6426,62.7292,255.2251,0.6767,2.06,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81579.64,80855.95,83750.71,3.0,OPEN,0.0,60.14,149.6738,80.1181,262.1626,0.3921,1.6,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81575.85,80852.16,83746.92,3.0,OPEN,0.0,60.01,155.525,95.1995,256.7382,0.3506,0.53,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81519.99,80796.3,83691.06,3.0,OPEN,0.0,58.11,153.8808,106.9358,257.0254,0.2554,0.6,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81637.93,80914.24,83809.0,3.0,OPEN,0.0,60.93,160.2474,117.5981,249.7158,0.3614,0.37,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81978.0,81197.28,84320.16,3.0,OPEN,0.0,67.68,190.5373,132.1859,262.4575,0.701,1.08,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81941.09,81136.69,84354.29,3.0,OPEN,0.0,66.34,209.153,147.5793,255.6984,0.5938,0.95,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81964.85,81275.525,84032.825,3.0,OPEN,0.0,66.79,223.2498,162.7134,250.9114,0.5633,0.94,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,82042.69,81405.7,83953.66,3.0,OPEN,0.0,68.31,237.9596,177.7627,248.447,0.595,0.61,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,82006.48,81622.56,83158.24,3.0,LOSS,-1.0,64.44,217.8671,208.8289,245.3971,0.3704,0.7,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81961.99,81578.07,83113.75,3.0,LOSS,-1.0,62.43,211.6964,209.4024,235.0687,0.2862,0.56,0,50.0,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81068.31,80461.8,82887.84,3.0,OPEN,0.0,29.2,-96.6461,-23.8432,211.4472,-0.6315,5.02,-1,73.05,0,0
BTCUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,81199.18,80594.005,83014.705,3.0,OPEN,0.0,35.78,-113.6824,-41.8111,217.7281,-0.4246,1.56,-1,66.87,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,RANGING,71,81316.02,81921.195,79500.495,3.0,OPEN,0.0,41.04,-116.4138,-56.7316,214.5254,-0.2536,0.59,-1,63.82,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81267.13,81826.95,79587.67,3.0,OPEN,0.0,39.58,-121.1272,-69.6107,215.5164,-0.284,0.51,-1,63.9,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81129.66,81683.605,79467.825,3.0,OPEN,0.0,35.73,-134.406,-82.5698,212.0888,-0.4107,1.06,-1,67.86,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81249.93,81803.875,79588.095,3.0,OPEN,0.0,41.13,-133.6837,-92.7926,207.6789,-0.2371,1.27,-1,65.74,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81217.48,81754.345,79606.885,3.0,OPEN,0.0,40.15,-134.1829,-101.0706,200.579,-0.2508,0.32,-1,69.71,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81171.31,81708.17,79560.73,3.0,OPEN,0.0,38.73,-136.728,-108.2021,192.3912,-0.2785,0.43,-1,69.26,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81201.36,81682.55,79757.79,3.0,OPEN,0.0,40.21,-134.7666,-113.515,183.2168,-0.2184,0.39,-1,71.78,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81058.8,81529.61,79646.37,3.0,OPEN,0.0,35.8,-143.0665,-119.4253,182.7692,-0.3571,0.59,-1,74.35,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81003.11,81453.805,79651.025,3.0,OPEN,0.0,34.22,-152.3814,-126.0165,174.9985,-0.3855,0.68,-1,73.94,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81211.96,81662.655,79859.875,3.0,OPEN,0.0,44.16,-141.2824,-129.0697,178.7136,-0.1152,1.36,-1,67.86,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81251.78,81630.44,80115.8,3.0,OPEN,0.0,45.84,-127.8001,-128.8158,171.9312,-0.0598,0.83,-1,66.46,0,0
BTCUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,81240.01,81569.02,80252.98,3.0,OPEN,0.0,45.41,-116.7195,-126.3965,165.9804,-0.0673,0.78,-1,67.17,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2276.18,2285.645,2247.785,3.0,LOSS,-1.0,41.29,-2.4753,-2.694,5.6145,-0.212,3.01,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2275.02,2284.485,2246.625,3.0,LOSS,-1.0,39.98,-2.6651,-2.6882,5.4628,-0.238,1.85,-1,61.1,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2275.73,2283.7,2251.82,3.0,LOSS,-1.0,41.21,-2.7268,-2.6959,5.6883,-0.1871,2.4,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2275.22,2283.19,2251.31,3.0,LOSS,-1.0,40.57,-2.7847,-2.7137,5.5127,-0.1896,0.53,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2268.51,2276.935,2243.235,3.0,LOSS,-1.0,33.25,-3.3337,-2.8377,5.6575,-0.4396,0.79,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2270.73,2279.425,2244.645,3.0,LOSS,-1.0,37.28,-3.5487,-2.9799,5.5941,-0.3089,0.84,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2279.53,2288.225,2253.445,3.0,LOSS,-1.0,50.13,-2.9747,-2.9788,5.8602,0.0709,1.93,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2281.35,2289.775,2256.075,3.0,LOSS,-1.0,52.31,-2.3459,-2.8522,5.7052,0.1362,1.42,1,60.55,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2281.72,2290.145,2256.445,3.0,LOSS,-1.0,52.76,-1.797,-2.6412,5.5163,0.1379,1.04,1,68.1,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2281.48,2289.905,2256.205,3.0,LOSS,-1.0,52.41,-1.3656,-2.3861,5.2887,0.1153,0.87,1,63.92,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2285.45,2295.13,2256.41,3.0,LOSS,-1.0,57.4,-0.6954,-2.0479,5.2709,0.2613,0.96,1,64.59,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2283.56,2294.55,2250.59,3.0,LOSS,-1.0,54.47,-0.3131,-1.701,5.2923,0.1617,1.03,1,62.57,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2289.2,2300.235,2256.095,3.0,LOSS,-1.0,60.88,0.4399,-1.2728,5.5478,0.3689,0.66,1,62.89,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2287.62,2300.105,2250.165,3.0,LOSS,-1.0,58.4,0.8987,-0.8385,5.5159,0.2715,0.77,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2285.7,2298.185,2248.245,3.0,LOSS,-1.0,55.44,1.0949,-0.4518,5.3233,0.1698,0.66,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2284.34,2296.825,2246.885,3.0,LOSS,-1.0,53.38,1.1276,-0.1359,5.2238,0.0999,1.11,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2282.98,2295.465,2245.525,3.0,LOSS,-1.0,51.33,1.0318,0.0976,5.2814,0.0365,0.74,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2283.7,2296.185,2246.245,3.0,LOSS,-1.0,52.37,1.0025,0.2786,5.187,0.0616,0.7,0,50.0,0,0
ETHUSDT,SELL,BEARISH,STRONG_BEARISH,LOW_VOLATILITY,TRENDING,81,2290.15,2302.635,2252.695,3.0,OPEN,0.0,60.55,1.4826,0.5194,5.2843,0.3104,0.77,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2309.99,2289.15,2372.51,3.0,OPEN,0.0,69.99,4.3097,1.9007,7.829,0.8415,1.6,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2304.86,2283.705,2368.325,3.0,OPEN,0.0,63.73,4.8892,2.4984,8.3362,0.5616,1.12,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2312.44,2292.095,2373.475,3.0,OPEN,0.0,68.25,5.8921,3.1771,8.3258,0.8031,1.08,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2317.5,2299.175,2372.475,3.0,OPEN,0.0,67.65,8.5034,6.0458,8.1753,0.6923,1.02,1,63.69,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2315.47,2298.07,2367.67,3.0,OPEN,0.0,65.22,8.5374,6.5441,8.0128,0.5476,1.04,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2315.99,2298.59,2368.19,3.0,OPEN,0.0,65.56,8.5083,6.9369,7.7512,0.5156,1.36,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2316.05,2298.65,2368.25,3.0,OPEN,0.0,65.6,8.3932,7.2282,7.3982,0.4689,0.92,1,60.89,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2313.28,2297.32,2361.16,3.0,OPEN,0.0,61.86,7.9865,7.3799,7.2426,0.3164,0.75,1,60.67,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2312.3,2296.385,2360.045,3.0,OPEN,0.0,60.54,7.4987,7.4036,7.0053,0.248,1.87,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2308.41,2295.65,2346.69,3.0,OPEN,0.0,55.5,6.7207,7.267,6.8771,0.0723,1.97,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2306.65,2296.39,2337.43,3.0,OPEN,0.0,53.33,5.8942,6.9925,6.7108,-0.0036,0.75,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2305.64,2295.38,2336.42,3.0,OPEN,0.0,52.07,5.0989,6.6137,6.5679,-0.0429,0.65,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2308.76,2300.255,2334.275,3.0,OPEN,0.0,55.56,4.6665,6.2243,6.4274,0.0835,0.74,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,RANGING,71,2336.76,2317.575,2394.315,3.0,OPEN,0.0,73.78,5.0205,3.0514,5.0709,0.6029,1.33,1,61.51,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2331.33,2314.2,2382.72,3.0,OPEN,0.0,63.44,5.0629,3.4537,5.203,0.336,0.73,1,60.43,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.22,2316.195,2372.295,3.0,OPEN,0.0,61.54,4.9498,3.7529,5.0127,0.261,0.52,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.98,2317.715,2366.775,3.0,OPEN,0.0,61.12,4.7857,3.9595,4.8575,0.2269,0.76,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2328.54,2317.0,2363.16,3.0,OPEN,0.0,58.5,4.4877,4.0651,4.757,0.1494,0.66,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2328.36,2317.765,2360.145,3.0,OPEN,0.0,58.17,4.1887,4.0898,4.5251,0.1282,0.43,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2332.01,2321.415,2363.795,3.0,LOSS,-1.0,62.82,4.1979,4.1115,4.6054,0.2574,0.76,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2327.98,2317.89,2358.25,3.0,OPEN,0.0,55.49,3.8358,4.0563,4.6222,0.0767,0.45,1,60.07,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2328.73,2319.545,2356.285,3.0,LOSS,-1.0,56.5,3.5682,3.9587,4.4385,0.0985,0.5,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.48,2323.485,2347.465,3.0,LOSS,-1.0,57.55,3.3777,3.8425,4.3257,0.1182,0.43,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.18,2323.265,2346.925,3.0,LOSS,-1.0,56.96,3.166,3.7072,4.1153,0.0953,0.42,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.62,2324.705,2348.365,3.0,LOSS,-1.0,59.12,3.079,3.5816,4.0006,0.1421,0.57,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.49,2324.575,2348.235,3.0,LOSS,-1.0,58.84,2.9653,3.4583,3.8985,0.1235,0.49,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.88,2323.965,2347.625,3.0,LOSS,-1.0,57.42,2.7938,3.3254,3.7407,0.0881,0.53,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.82,2325.125,2347.905,3.0,LOSS,-1.0,59.05,2.7026,3.2009,3.6614,0.1162,0.56,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.15,2326.87,2339.99,3.0,LOSS,-1.0,57.37,2.5469,3.0701,3.5484,0.0791,0.81,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.98,2327.7,2340.82,3.0,LOSS,-1.0,58.93,2.4621,2.9485,3.4271,0.1038,0.8,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2332.43,2328.965,2342.825,3.0,LOSS,-1.0,61.59,2.4832,2.8554,3.6287,0.1501,0.96,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.89,2326.765,2339.265,3.0,LOSS,-1.0,54.9,2.2689,2.7381,3.6267,0.0373,0.64,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2328.25,2325.125,2337.625,3.0,LOSS,-1.0,51.04,1.9443,2.5794,3.6862,-0.03,0.91,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2326.39,2322.545,2337.925,3.0,LOSS,-1.0,47.01,1.5194,2.3674,3.5993,-0.0995,0.87,-1,64.38,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2324.87,2320.485,2338.025,3.0,LOSS,-1.0,43.95,1.048,2.1035,3.5058,-0.1492,1.0,-1,63.63,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.75,2327.035,2341.895,3.0,LOSS,-1.0,56.83,0.8024,0.6432,3.1136,0.0879,1.44,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2329.18,2325.465,2340.325,3.0,LOSS,-1.0,52.16,0.741,0.6628,3.0176,0.0186,0.74,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2327.49,2323.775,2338.635,3.0,LOSS,-1.0,47.62,0.5496,0.6401,2.9828,-0.0489,0.78,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2328.22,2324.505,2339.365,3.0,LOSS,-1.0,49.66,0.4517,0.6024,2.9119,-0.0158,0.77,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2330.9,2323.545,2352.965,3.0,WIN,3.0,60.54,0.8197,0.1377,3.5206,0.1443,1.49,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2335.28,2326.885,2360.465,3.0,WIN,3.0,68.65,1.3261,0.3754,3.752,0.3,2.08,1,64.88,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2334.45,2326.055,2359.635,3.0,WIN,3.0,65.88,1.6414,0.6286,3.6233,0.2393,1.39,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2341.73,2331.135,2373.515,3.0,OPEN,0.0,75.28,2.4505,0.993,4.0338,0.4972,2.23,1,65.04,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2347.56,2333.04,2391.12,3.0,LOSS,-1.0,80.03,3.5216,1.4987,4.5342,0.6734,2.81,1,68.94,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2346.3,2331.985,2389.245,3.0,LOSS,-1.0,76.6,4.2201,2.043,4.6382,0.561,1.49,1,66.2,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2345.35,2331.16,2387.92,3.0,LOSS,-1.0,74.03,4.6435,2.5631,4.7755,0.4711,0.81,1,66.11,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2346.21,2333.8,2383.44,3.0,LOSS,-1.0,74.86,4.9909,3.0486,4.8422,0.4593,1.0,1,69.41,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2350.0,2337.64,2387.08,3.0,LOSS,-1.0,78.14,5.5085,3.5406,4.8242,0.5608,2.13,1,72.05,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2348.0,2333.97,2390.09,3.0,LOSS,-1.0,72.74,5.6918,3.9709,5.1653,0.4307,10.78,-1,67.02,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2355.86,2340.36,2402.36,3.0,LOSS,-1.0,78.91,6.3975,4.4562,5.5071,0.6903,2.6,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2356.0,2339.67,2404.99,3.0,LOSS,-1.0,79.0,6.8887,4.9427,5.6059,0.6299,0.61,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2364.1,2343.67,2425.39,3.0,LOSS,-1.0,83.46,7.8411,5.5224,6.1769,0.8779,0.82,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2365.5,2345.07,2426.79,3.0,LOSS,-1.0,84.09,8.6097,6.1398,5.9785,0.8474,0.41,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2361.84,2343.29,2417.49,3.0,LOSS,-1.0,75.96,8.8218,6.6762,5.8694,0.6277,0.45,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2356.76,2339.51,2408.51,3.0,LOSS,-1.0,66.37,8.4821,7.0374,5.9351,0.3741,0.21,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2358.54,2341.76,2408.88,3.0,LOSS,-1.0,67.9,8.2614,7.2822,5.7462,0.4065,0.18,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2357.81,2343.865,2399.645,3.0,LOSS,-1.0,66.56,7.936,7.413,5.8765,0.3399,0.33,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2366.65,2352.705,2408.485,3.0,LOSS,-1.0,73.39,8.2959,7.5895,6.1096,0.6443,0.4,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2365.07,2351.125,2406.905,3.0,LOSS,-1.0,70.62,8.3572,7.7431,5.9617,0.5229,0.29,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2365.54,2353.685,2401.105,3.0,LOSS,-1.0,70.97,8.3476,7.864,5.9795,0.491,0.22,0,50.0,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2354.76,2342.53,2391.45,3.0,LOSS,-1.0,54.77,7.3849,7.7682,6.7031,0.0321,0.51,-1,60.28,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2353.55,2341.32,2390.24,3.0,LOSS,-1.0,53.3,6.45,7.5045,6.9586,-0.0175,0.65,-1,60.83,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,LOW_VOLATILITY,TRENDING,81,2335.31,2318.025,2387.165,3.0,LOSS,-1.0,37.12,4.189,6.8414,7.7658,-0.7226,0.71,-1,64.22,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2328.76,2299.745,2415.805,3.0,OPEN,0.0,33.22,1.8473,5.8426,8.9068,-0.9101,1.53,-1,69.86,0,0
ETHUSDT,BUY,BULLISH,STRONG_BULLISH,MEDIUM_VOLATILITY,TRENDING,78,2325.98,2296.965,2413.025,3.0,OPEN,0.0,31.7,-0.2302,4.628,9.0392,-0.9326,0.65,-1,70.1,0,0
